Date,Time,Traffic Volume,Average Speed (km-h),Occupancy Rate (%),Temperature,Precipitation (mm),Wind Speed (km-h),Visibility (km),Hour of Day,Incident Type,Incident Duration (min),Location_Agra,Location_Allahabad,Location_Bareilly,Location_Faizabad,Location_Ghaziabad,Location_Gorakhpur,Location_Kanpur,Location_Lucknow,Location_Mathura,Location_Varanasi,Day of Week_Friday,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Hour,Day,Month,Year,Traffic_Lag_1,Traffic_Lag_2,Traffic_Lag_3
2023-12-11,23:00:00,0.04390243902439023,61,64,0.19512195121951223,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,11,12,2023,0.09268292682926829,0.11707317073170731,0.08780487804878048
2023-12-12,08:00:00,0.03414634146341464,54,74,0.12195121951219515,0.7,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,12,12,2023,0.04390243902439023,0.09268292682926829,0.11707317073170731
2023-12-12,12:00:00,0.07804878048780486,45,77,0.24390243902439027,0.0,15,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,12,12,2023,0.03414634146341464,0.04390243902439023,0.09268292682926829
2023-12-12,16:00:00,0.10243902439024391,42,85,0.29268292682926833,1.0,20,8,16,Accident,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,12,12,2023,0.07804878048780486,0.03414634146341464,0.04390243902439023
2023-12-12,20:00:00,0.08780487804878048,55,80,0.3414634146341464,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,12,12,2023,0.10243902439024391,0.07804878048780486,0.03414634146341464
2023-12-12,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,12,12,2023,0.08780487804878048,0.10243902439024391,0.07804878048780486
2023-12-13,08:00:00,0.009756097560975605,50,70,0.14634146341463414,0.5,10,9,8,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,13,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-13,12:00:00,0.06829268292682927,45,75,0.21951219512195122,0.0,15,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,13,12,2023,0.009756097560975605,0.039024390243902446,0.08780487804878048
2023-12-13,16:00:00,0.10243902439024391,40,85,0.2682926829268293,1.0,20,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,13,12,2023,0.06829268292682927,0.009756097560975605,0.039024390243902446
2023-12-13,20:00:00,0.08780487804878048,55,80,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,13,12,2023,0.10243902439024391,0.06829268292682927,0.009756097560975605
2023-12-13,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,13,12,2023,0.08780487804878048,0.10243902439024391,0.06829268292682927
2023-12-14,08:00:00,0.01951219512195121,52,72,0.12195121951219515,0.7,11,10,8,Accident,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,14,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-14,12:00:00,0.07804878048780486,48,77,0.24390243902439027,0.0,13,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,14,12,2023,0.01951219512195121,0.039024390243902446,0.08780487804878048
2023-12-14,16:00:00,0.0975609756097561,42,83,0.29268292682926833,1.2,18,7,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,14,12,2023,0.07804878048780486,0.01951219512195121,0.039024390243902446
2023-12-14,20:00:00,0.08292682926829267,56,78,0.3414634146341464,0.0,14,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20,14,12,2023,0.0975609756097561,0.07804878048780486,0.01951219512195121
2023-12-14,23:00:00,0.04390243902439023,63,62,0.17073170731707318,0.0,9,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,14,12,2023,0.08292682926829267,0.0975609756097561,0.07804878048780486
2023-12-15,08:00:00,0.014634146341463414,51,71,0.0975609756097561,0.6,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,15,12,2023,0.04390243902439023,0.08292682926829267,0.0975609756097561
2023-12-15,12:00:00,0.07317073170731708,47,76,0.21951219512195122,0.0,12,10,12,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,15,12,2023,0.014634146341463414,0.04390243902439023,0.08292682926829267
2023-12-15,16:00:00,0.10731707317073169,41,84,0.2682926829268293,1.3,17,8,16,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,15,12,2023,0.07317073170731708,0.014634146341463414,0.04390243902439023
2023-12-15,20:00:00,0.09268292682926829,54,79,0.3170731707317074,0.0,11,9,20,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,15,12,2023,0.10731707317073169,0.07317073170731708,0.014634146341463414
2023-12-15,23:00:00,0.03414634146341464,64,61,0.14634146341463414,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,15,12,2023,0.09268292682926829,0.10731707317073169,0.07317073170731708
2023-12-16,08:00:00,0.02439024390243902,53,73,0.12195121951219515,0.8,12,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,16,12,2023,0.03414634146341464,0.09268292682926829,0.10731707317073169
2023-12-16,12:00:00,0.08292682926829267,49,78,0.24390243902439027,0.0,14,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,16,12,2023,0.02439024390243902,0.03414634146341464,0.09268292682926829
2023-12-16,16:00:00,0.1121951219512195,43,86,0.29268292682926833,1.5,19,7,16,Accident,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,16,12,2023,0.08292682926829267,0.02439024390243902,0.03414634146341464
2023-12-16,20:00:00,0.08780487804878048,57,81,0.3414634146341464,0.0,13,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,16,12,2023,0.1121951219512195,0.08292682926829267,0.02439024390243902
2023-12-16,23:00:00,0.039024390243902446,62,63,0.17073170731707318,0.0,8,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,16,12,2023,0.08780487804878048,0.1121951219512195,0.08292682926829267
2023-12-17,08:00:00,0.029268292682926828,55,75,0.14634146341463414,0.9,11,10,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,17,12,2023,0.039024390243902446,0.08780487804878048,0.1121951219512195
2023-12-17,12:00:00,0.08780487804878048,46,79,0.21951219512195122,0.0,16,10,12,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,17,12,2023,0.029268292682926828,0.039024390243902446,0.08780487804878048
2023-12-17,16:00:00,0.11707317073170731,44,87,0.2682926829268293,1.1,21,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,17,12,2023,0.08780487804878048,0.029268292682926828,0.039024390243902446
2023-12-17,20:00:00,0.09268292682926829,58,82,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,17,12,2023,0.11707317073170731,0.08780487804878048,0.029268292682926828
2023-12-17,23:00:00,0.04390243902439023,61,64,0.19512195121951223,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,17,12,2023,0.09268292682926829,0.11707317073170731,0.08780487804878048
2023-12-18,08:00:00,0.03414634146341464,54,74,0.12195121951219515,0.7,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,18,12,2023,0.04390243902439023,0.09268292682926829,0.11707317073170731
2023-12-18,12:00:00,0.07804878048780486,45,77,0.24390243902439027,0.0,15,10,12,Heavy Traffic,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,18,12,2023,0.03414634146341464,0.04390243902439023,0.09268292682926829
2023-12-18,16:00:00,0.10243902439024391,42,85,0.29268292682926833,1.0,20,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,18,12,2023,0.07804878048780486,0.03414634146341464,0.04390243902439023
2023-12-18,20:00:00,0.08780487804878048,55,80,0.3414634146341464,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,18,12,2023,0.10243902439024391,0.07804878048780486,0.03414634146341464
2023-12-18,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,18,12,2023,0.08780487804878048,0.10243902439024391,0.07804878048780486
2023-12-19,08:00:00,0.009756097560975605,50,70,0.14634146341463414,0.5,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,19,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-19,12:00:00,0.06829268292682927,45,75,0.21951219512195122,0.0,15,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,19,12,2023,0.009756097560975605,0.039024390243902446,0.08780487804878048
2023-12-19,16:00:00,0.10243902439024391,40,85,0.2682926829268293,1.0,20,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,19,12,2023,0.06829268292682927,0.009756097560975605,0.039024390243902446
2023-12-19,20:00:00,0.08780487804878048,55,80,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,19,12,2023,0.10243902439024391,0.06829268292682927,0.009756097560975605
2023-12-19,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,19,12,2023,0.08780487804878048,0.10243902439024391,0.06829268292682927
2023-12-20,08:00:00,0.01951219512195121,52,72,0.12195121951219515,0.7,11,10,8,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,20,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-20,12:00:00,0.07804878048780486,48,77,0.24390243902439027,0.0,13,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,20,12,2023,0.01951219512195121,0.039024390243902446,0.08780487804878048
2023-12-20,16:00:00,0.0975609756097561,42,83,0.29268292682926833,1.2,18,7,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,20,12,2023,0.07804878048780486,0.01951219512195121,0.039024390243902446
2023-12-20,20:00:00,0.08292682926829267,56,78,0.3414634146341464,0.0,14,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,20,12,2023,0.0975609756097561,0.07804878048780486,0.01951219512195121
2023-12-20,23:00:00,0.04390243902439023,63,62,0.17073170731707318,0.0,9,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,20,12,2023,0.08292682926829267,0.0975609756097561,0.07804878048780486
2023-12-21,08:00:00,0.014634146341463414,51,71,0.0975609756097561,0.6,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,21,12,2023,0.04390243902439023,0.08292682926829267,0.0975609756097561
2023-12-21,12:00:00,0.07317073170731708,47,76,0.21951219512195122,0.0,12,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,21,12,2023,0.014634146341463414,0.04390243902439023,0.08292682926829267
2023-12-21,16:00:00,0.10731707317073169,41,84,0.2682926829268293,1.3,17,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,21,12,2023,0.07317073170731708,0.014634146341463414,0.04390243902439023
2023-12-21,20:00:00,0.09268292682926829,54,79,0.3170731707317074,0.0,11,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20,21,12,2023,0.10731707317073169,0.07317073170731708,0.014634146341463414
2023-12-21,23:00:00,0.03414634146341464,64,61,0.14634146341463414,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,21,12,2023,0.09268292682926829,0.10731707317073169,0.07317073170731708
2023-12-22,08:00:00,0.02439024390243902,53,73,0.12195121951219515,0.8,12,9,8,Heavy Traffic,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,22,12,2023,0.03414634146341464,0.09268292682926829,0.10731707317073169
2023-12-22,12:00:00,0.08292682926829267,49,78,0.24390243902439027,0.0,14,10,12,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,22,12,2023,0.02439024390243902,0.03414634146341464,0.09268292682926829
2023-12-22,16:00:00,0.1121951219512195,43,86,0.29268292682926833,1.5,19,7,16,Accident,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,22,12,2023,0.08292682926829267,0.02439024390243902,0.03414634146341464
2023-12-22,20:00:00,0.08780487804878048,57,81,0.3414634146341464,0.0,13,9,20,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,22,12,2023,0.1121951219512195,0.08292682926829267,0.02439024390243902
2023-12-22,23:00:00,0.039024390243902446,62,63,0.17073170731707318,0.0,8,11,23,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,22,12,2023,0.08780487804878048,0.1121951219512195,0.08292682926829267
2023-12-23,08:00:00,0.029268292682926828,55,75,0.14634146341463414,0.9,11,10,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,23,12,2023,0.039024390243902446,0.08780487804878048,0.1121951219512195
2023-12-23,12:00:00,0.08780487804878048,46,79,0.21951219512195122,0.0,16,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,23,12,2023,0.029268292682926828,0.039024390243902446,0.08780487804878048
2023-12-23,16:00:00,0.11707317073170731,44,87,0.2682926829268293,1.1,21,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,23,12,2023,0.08780487804878048,0.029268292682926828,0.039024390243902446
2023-12-23,20:00:00,0.09268292682926829,58,82,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,23,12,2023,0.11707317073170731,0.08780487804878048,0.029268292682926828
2023-12-23,23:00:00,0.04390243902439023,61,64,0.19512195121951223,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,23,12,2023,0.09268292682926829,0.11707317073170731,0.08780487804878048
2023-12-24,08:00:00,0.03414634146341464,54,74,0.12195121951219515,0.7,10,9,8,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,24,12,2023,0.04390243902439023,0.09268292682926829,0.11707317073170731
2023-12-24,12:00:00,0.07804878048780486,45,77,0.24390243902439027,0.0,15,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,24,12,2023,0.03414634146341464,0.04390243902439023,0.09268292682926829
2023-12-24,16:00:00,0.10243902439024391,42,85,0.29268292682926833,1.0,20,8,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,24,12,2023,0.07804878048780486,0.03414634146341464,0.04390243902439023
2023-12-24,20:00:00,0.08780487804878048,55,80,0.3414634146341464,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,24,12,2023,0.10243902439024391,0.07804878048780486,0.03414634146341464
2023-12-24,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,24,12,2023,0.08780487804878048,0.10243902439024391,0.07804878048780486
2023-12-25,08:00:00,0.01951219512195121,52,72,0.12195121951219515,0.7,11,10,8,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,25,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-25,12:00:00,0.07804878048780486,48,77,0.24390243902439027,0.0,13,10,12,Accident,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,25,12,2023,0.01951219512195121,0.039024390243902446,0.08780487804878048
2023-12-25,16:00:00,0.0975609756097561,42,83,0.29268292682926833,1.2,18,7,16,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,25,12,2023,0.07804878048780486,0.01951219512195121,0.039024390243902446
2023-12-25,20:00:00,0.08292682926829267,56,78,0.3414634146341464,0.0,14,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,25,12,2023,0.0975609756097561,0.07804878048780486,0.01951219512195121
2023-12-25,23:00:00,0.04390243902439023,63,62,0.17073170731707318,0.0,9,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,25,12,2023,0.08292682926829267,0.0975609756097561,0.07804878048780486
2023-12-26,08:00:00,0.014634146341463414,51,71,0.0975609756097561,0.6,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,26,12,2023,0.04390243902439023,0.08292682926829267,0.0975609756097561
2023-12-26,12:00:00,0.07317073170731708,47,76,0.21951219512195122,0.0,12,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,26,12,2023,0.014634146341463414,0.04390243902439023,0.08292682926829267
2023-12-26,16:00:00,0.10731707317073169,41,84,0.2682926829268293,1.3,17,8,16,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,26,12,2023,0.07317073170731708,0.014634146341463414,0.04390243902439023
2023-12-26,20:00:00,0.09268292682926829,54,79,0.3170731707317074,0.0,11,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,26,12,2023,0.10731707317073169,0.07317073170731708,0.014634146341463414
2023-12-26,23:00:00,0.03414634146341464,64,61,0.14634146341463414,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,26,12,2023,0.09268292682926829,0.10731707317073169,0.07317073170731708
2023-12-27,08:00:00,0.02439024390243902,53,73,0.12195121951219515,0.8,12,9,8,Accident,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,27,12,2023,0.03414634146341464,0.09268292682926829,0.10731707317073169
2023-12-27,12:00:00,0.08292682926829267,49,78,0.24390243902439027,0.0,14,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,27,12,2023,0.02439024390243902,0.03414634146341464,0.09268292682926829
2023-12-27,16:00:00,0.1121951219512195,43,86,0.29268292682926833,1.5,19,7,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,27,12,2023,0.08292682926829267,0.02439024390243902,0.03414634146341464
2023-12-27,20:00:00,0.08780487804878048,57,81,0.3414634146341464,0.0,13,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,27,12,2023,0.1121951219512195,0.08292682926829267,0.02439024390243902
2023-12-27,23:00:00,0.039024390243902446,62,63,0.17073170731707318,0.0,8,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,27,12,2023,0.08780487804878048,0.1121951219512195,0.08292682926829267
2023-12-28,08:00:00,0.029268292682926828,55,75,0.14634146341463414,0.9,11,10,8,Heavy Traffic,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,28,12,2023,0.039024390243902446,0.08780487804878048,0.1121951219512195
2023-12-28,12:00:00,0.08780487804878048,46,79,0.21951219512195122,0.0,16,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,28,12,2023,0.029268292682926828,0.039024390243902446,0.08780487804878048
2023-12-28,16:00:00,0.11707317073170731,44,87,0.2682926829268293,1.1,21,8,16,Accident,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,28,12,2023,0.08780487804878048,0.029268292682926828,0.039024390243902446
2023-12-28,20:00:00,0.09268292682926829,58,82,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20,28,12,2023,0.11707317073170731,0.08780487804878048,0.029268292682926828
2023-12-28,23:00:00,0.04390243902439023,61,64,0.19512195121951223,0.0,7,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,28,12,2023,0.09268292682926829,0.11707317073170731,0.08780487804878048
2023-12-29,08:00:00,0.03414634146341464,54,74,0.12195121951219515,0.7,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,29,12,2023,0.04390243902439023,0.09268292682926829,0.11707317073170731
2023-12-29,12:00:00,0.07804878048780486,45,77,0.24390243902439027,0.0,15,10,12,Heavy Traffic,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,29,12,2023,0.03414634146341464,0.04390243902439023,0.09268292682926829
2023-12-29,16:00:00,0.10243902439024391,42,85,0.29268292682926833,1.0,20,8,16,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,29,12,2023,0.07804878048780486,0.03414634146341464,0.04390243902439023
2023-12-29,20:00:00,0.08780487804878048,55,80,0.3414634146341464,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,29,12,2023,0.10243902439024391,0.07804878048780486,0.03414634146341464
2023-12-29,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,29,12,2023,0.08780487804878048,0.10243902439024391,0.07804878048780486
2023-12-30,08:00:00,0.009756097560975605,50,70,0.14634146341463414,0.5,10,9,8,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,30,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-30,12:00:00,0.06829268292682927,45,75,0.21951219512195122,0.0,15,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,30,12,2023,0.009756097560975605,0.039024390243902446,0.08780487804878048
2023-12-30,16:00:00,0.10243902439024391,40,85,0.2682926829268293,1.0,20,8,16,Accident,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,30,12,2023,0.06829268292682927,0.009756097560975605,0.039024390243902446
2023-12-30,20:00:00,0.08780487804878048,55,80,0.3170731707317074,0.0,12,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,30,12,2023,0.10243902439024391,0.06829268292682927,0.009756097560975605
2023-12-30,23:00:00,0.039024390243902446,65,60,0.19512195121951223,0.0,8,10,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,30,12,2023,0.08780487804878048,0.10243902439024391,0.06829268292682927
2023-12-31,08:00:00,0.01951219512195121,52,72,0.12195121951219515,0.7,11,10,8,Heavy Traffic,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,31,12,2023,0.039024390243902446,0.08780487804878048,0.10243902439024391
2023-12-31,12:00:00,0.07804878048780486,48,77,0.24390243902439027,0.0,13,10,12,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,31,12,2023,0.01951219512195121,0.039024390243902446,0.08780487804878048
2023-12-31,16:00:00,0.0975609756097561,42,83,0.29268292682926833,1.2,18,7,16,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,31,12,2023,0.07804878048780486,0.01951219512195121,0.039024390243902446
2023-12-31,20:00:00,0.08292682926829267,56,78,0.3414634146341464,0.0,14,9,20,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,31,12,2023,0.0975609756097561,0.07804878048780486,0.01951219512195121
2023-12-31,23:00:00,0.04390243902439023,63,62,0.17073170731707318,0.0,9,11,23,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,31,12,2023,0.08292682926829267,0.0975609756097561,0.07804878048780486
2023-12-01,08:00:00,0.07317073170731708,60,70,0.14634146341463414,1.0,10,8,8,None,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,12,2023,0.04390243902439023,0.08292682926829267,0.0975609756097561
2023-12-01,12:00:00,0.10731707317073169,50,75,0.21951219512195122,0.0,12,10,12,None,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,12,2023,0.07317073170731708,0.04390243902439023,0.08292682926829267
2023-12-01,16:00:00,0.0975609756097561,55,80,0.2682926829268293,2.0,14,9,16,Accident,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,12,2023,0.10731707317073169,0.07317073170731708,0.04390243902439023
2023-12-01,20:00:00,0.08780487804878048,65,85,0.19512195121951223,0.0,13,7,20,None,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,12,2023,0.0975609756097561,0.10731707317073169,0.07317073170731708
2023-12-01,23:00:00,0.04878048780487804,70,60,0.17073170731707318,0.0,8,10,23,None,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,1,12,2023,0.08780487804878048,0.0975609756097561,0.10731707317073169
2023-12-02,08:00:00,0.07804878048780486,62,72,0.14634146341463414,1.0,11,8,8,None,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,12,2023,0.04878048780487804,0.08780487804878048,0.0975609756097561
2023-12-02,12:00:00,0.1121951219512195,52,77,0.24390243902439027,0.0,13,9,12,None,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,12,2023,0.07804878048780486,0.04878048780487804,0.08780487804878048
2023-12-02,16:00:00,0.10243902439024391,57,82,0.29268292682926833,2.0,15,8,16,Heavy Traffic,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,2,12,2023,0.1121951219512195,0.07804878048780486,0.04878048780487804
2023-12-02,20:00:00,0.09268292682926829,67,87,0.21951219512195122,0.0,14,6,20,None,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,2,12,2023,0.10243902439024391,0.1121951219512195,0.07804878048780486
2023-12-02,23:00:00,0.053658536585365846,72,62,0.19512195121951223,0.0,9,9,23,None,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,2,12,2023,0.09268292682926829,0.10243902439024391,0.1121951219512195
2023-12-03,08:00:00,0.08292682926829267,64,74,0.17073170731707318,1.0,12,9,8,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,12,2023,0.053658536585365846,0.09268292682926829,0.10243902439024391
2023-12-03,12:00:00,0.11707317073170731,54,79,0.2682926829268293,0.0,14,10,12,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,12,2023,0.08292682926829267,0.053658536585365846,0.09268292682926829
2023-12-03,16:00:00,0.10731707317073169,59,84,0.3170731707317074,2.0,16,8,16,Accident,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3,12,2023,0.11707317073170731,0.08292682926829267,0.053658536585365846
